,region_name,district_name,kanton_name
1240,Hedingen,Affoltern,Zürich
1241,Affoltern im Emmental,Emmental,Bern / Berne
1242,Tübach,Rorschach,St. Gallen
1243,Hauteville,La Gruyère,Fribourg / Freiburg
1244,Ennetbaden,Baden,Aargau
1245,Plaffeien,Sense,Fribourg / Freiburg
1246,Préverenges,Morges,Vaud
1247,Tschappina,Hinterrhein,Graubünden / Grigioni / Grischun
1248,Messen,Bucheggberg,Solothurn
1249,Confignon,Canton de Genève,Genève
1250,Ormont-Dessus,Aigle,Vaud
1251,Buchs (SG),Werdenberg,St. Gallen
1252,Büren (SO),Dorneck,Solothurn
1253,Düdingen,Sense,Fribourg / Freiburg
1254,Rüti (ZH),Hinwil,Zürich
1255,Felsberg,Imboden,Graubünden / Grigioni / Grischun
1256,Mont-Noble,Hérens,Valais / Wallis
1257,Bütschwil-Ganterschwil,Toggenburg,St. Gallen
1258,Savosa,Lugano,Ticino
1259,Toffen,Appenzell Ausserrhoden,Bern / Berne
1260,Krauchthal,Emmental,Bern / Berne
1261,Bettwil,Muri,Aargau
1262,Muttenz,Arlesheim,Basel-Landschaft
1263,Grandcour,Broye-Vully,Vaud
1264,Jussy,Canton de Genève,Genève
1265,Gündlischwand,Interlaken-Oberhasli,Bern / Berne
1266,Davos,Prättigau-Davos,Graubünden / Grigioni / Grischun
1267,Hunzenschwil,Lenzburg,Aargau
1268,Stüsslingen,Gösgen,Solothurn
1269,Giez,Jura-Nord vaudois,Vaud
1270,Aesch (ZH),Dietikon,Zürich
1271,Rossinière,Riviera-Pays-d'Enhaut,Vaud
1272,Kaisten,Laufenburg,Aargau
1273,Treiten,Seeland,Bern / Berne
1274,Kehrsatz,Appenzell Ausserrhoden,Bern / Berne
1275,Ponte Tresa,Lugano,Ticino
1276,Gempen,Dorneck,Solothurn
1277,Vulliens,Broye-Vully,Vaud
1278,Zeihen,Laufenburg,Aargau
1279,Jongny,Riviera-Pays-d'Enhaut,Vaud
1280,Dänikon,Dielsdorf,Zürich
1281,Rebstein,Rheintal,St. Gallen
1282,Echandens,Morges,Vaud
1283,Urtenen-Schönbühl,Appenzell Ausserrhoden,Bern / Berne
1284,Yens,Morges,Vaud
1285,Müntschemier,Seeland,Bern / Berne
1286,Aeschi (SO),Wasseramt,Solothurn
1287,Riaz,La Gruyère,Fribourg / Freiburg
1288,Bonfol,Porrentruy,Jura
1289,Chamoson,Conthey,Valais / Wallis
1290,St. Niklaus,Visp,Valais / Wallis
1291,Ramlinsburg,Liestal,Basel-Landschaft
1292,Holziken,Kulm,Aargau
1293,Courgenay,Porrentruy,Jura
1294,Starrkirch-Wil,Olten,Solothurn
1295,Döttingen,Zurzach,Aargau
1296,Dietwil,Muri,Aargau
1297,Eclépens,Morges,Vaud
1298,Oberdorf (SO),Lebern,Solothurn
1299,Ferenbalm,Appenzell Ausserrhoden,Bern / Berne
1300,Zwieselberg,Thun,Bern / Berne
1301,Kloten,Bülach,Zürich
1302,Oberdorf (NW),Kanton Nidwalden,Nidwalden
1303,Silvaplana,Maloja / Maloggia,Graubünden / Grigioni / Grischun
1304,Assens,Gros-de-Vaud,Vaud
1305,Wolfhalden,Appenzell Ausserrhoden,Appenzell Ausserrhoden
1306,Liesberg,Laufen,Basel-Landschaft
1307,Zizers,Landquart,Graubünden / Grigioni / Grischun
1308,Unteriberg,Schwyz,Schwyz
1309,Courtelary,Jura bernois,Bern / Berne
1310,Founex,Nyon,Vaud
1311,Altstätten,Rheintal,St. Gallen
1312,Seftigen,Thun,Bern / Berne
1313,Oberengstringen,Dietikon,Zürich
1314,Wattwil,Toggenburg,St. Gallen
1315,Strengelbach,Zofingen,Aargau
1316,Aeugst am Albis,Affoltern,Zürich
1317,Bourrignon,Delémont,Jura
1318,Unterbäch,Raron,Valais / Wallis
1319,Lauwil,Waldenburg,Basel-Landschaft
1320,Jorat-Menthue,Gros-de-Vaud,Vaud
1321,Fischbach,Willisau,Luzern
1322,Neuenkirch,Sursee,Luzern
1323,Flawil,Wil,St. Gallen
1324,Rickenbach (SO),Olten,Solothurn
1325,Sissach,Sissach,Basel-Landschaft
1326,Cressier (NE),Neuchâtel,Neuchâtel
1327,L'Abergement,Jura-Nord vaudois,Vaud
1328,Walkringen,Appenzell Ausserrhoden,Bern / Berne
1329,Huttwil,Oberaargau,Bern / Berne
1330,Pura,Lugano,Ticino
1331,Rances,Jura-Nord vaudois,Vaud
1332,Gossau (SG),St. Gallen,St. Gallen
1333,Pampigny,Morges,Vaud
1334,Schönenbuch,Arlesheim,Basel-Landschaft
1335,Siblingen,Schleitheim,Schaffhausen
1336,Baar,Kanton Zug,Zug
1337,Kilchberg (BL),Sissach,Basel-Landschaft
1338,Serravalle,Blenio,Ticino
1339,Humlikon,Andelfingen,Zürich
1340,Mels,Sarganserland,St. Gallen
1341,Entlebuch,Entlebuch,Luzern
1342,Wilen (TG),Münchwilen,Thurgau
1343,Lupsingen,Liestal,Basel-Landschaft
1344,Neckertal,Toggenburg,St. Gallen
1345,Münchwilen (AG),Laufenburg,Aargau
1346,Corcelles-le-Jorat,Broye-Vully,Vaud
1347,Fieschertal,Goms,Valais / Wallis
1348,Avry,La Sarine,Fribourg / Freiburg
1349,Widen,Bremgarten,Aargau
1350,Remetschwil,Baden,Aargau
1351,Münchenbuchsee,Appenzell Ausserrhoden,Bern / Berne
1352,Thörigen,Oberaargau,Bern / Berne
1353,Wädenswil,Horgen,Zürich
1354,Ochlenberg,Oberaargau,Bern / Berne
1355,Rubigen,Appenzell Ausserrhoden,Bern / Berne
1356,Les Montets,La Broye,Fribourg / Freiburg
1357,Origlio,Lugano,Ticino
1358,Schmitten (GR),Albula,Graubünden / Grigioni / Grischun
1359,Speicher,Appenzell Ausserrhoden,Appenzell Ausserrhoden
1360,Berg am Irchel,Andelfingen,Zürich
1361,Zuchwil,Wasseramt,Solothurn
1362,Oberbuchsiten,Gäu,Solothurn
1363,Biezwil,Bucheggberg,Solothurn
1364,Schöftland,Kulm,Aargau
1365,Gachnang,Frauenfeld,Thurgau
1366,Valeyres-sous-Ursins,Jura-Nord vaudois,Vaud
1367,Staffelbach,Zofingen,Aargau
1368,Mutrux,Jura-Nord vaudois,Vaud
1369,Vufflens-le-Château,Morges,Vaud
1370,Bäriswil,Appenzell Ausserrhoden,Bern / Berne
1371,Riederalp,Raron,Valais / Wallis
1372,Mörigen,Biel/Bienne,Bern / Berne
1373,Brütten,Winterthur,Zürich
1374,Penthéréaz,Gros-de-Vaud,Vaud
1375,Meyriez,See / Lac,Fribourg / Freiburg
1376,Collonges,Saint-Maurice,Valais / Wallis
1377,La Chaux-du-Milieu,Le Locle,Neuchâtel
1378,Flumenthal,Lebern,Solothurn
1379,Satigny,Canton de Genève,Genève
1380,Rupperswil,Lenzburg,Aargau
1381,Liedertswil,Waldenburg,Basel-Landschaft
1382,Gravesano,Lugano,Ticino
1383,Bühl,Seeland,Bern / Berne
1384,Grindel,Thierstein,Solothurn
1385,Melide,Lugano,Ticino
1386,Beinwil (Freiamt),Muri,Aargau
1387,Courtepin,See / Lac,Fribourg / Freiburg
1388,Wiggiswil,Appenzell Ausserrhoden,Bern / Berne
1389,Thusis,Hinterrhein,Graubünden / Grigioni / Grischun
1390,Losone,Locarno,Ticino
1391,Muralto,Locarno,Ticino
1392,Tartegnin,Nyon,Vaud
1393,La Brévine,Le Locle,Neuchâtel
1394,Liddes,Entremont,Valais / Wallis
1395,Arbaz,Sion,Valais / Wallis
1396,Dardagny,Canton de Genève,Genève
1397,Buttisholz,Sursee,Luzern
1398,Quarten,Sarganserland,St. Gallen
1399,Stalden (VS),Visp,Valais / Wallis
1400,Wallbach,Rheinfelden,Aargau
1401,Misery-Courtion,See / Lac,Fribourg / Freiburg
1402,Tujetsch,Surselva,Graubünden / Grigioni / Grischun
1403,Perrefitte,Jura bernois,Bern / Berne
1404,Auw,Muri,Aargau
1405,Stansstad,Kanton Nidwalden,Nidwalden
1406,Matzendorf,Thal,Solothurn
1407,Weiningen (ZH),Dietikon,Zürich
1408,Brienzwiler,Interlaken-Oberhasli,Bern / Berne
1409,Dietlikon,Bülach,Zürich
1410,Buchrain,Luzern-Land,Luzern
1411,Kemmental,Kreuzlingen,Thurgau
1412,Sumiswald,Emmental,Bern / Berne
1413,Affeltrangen,Weinfelden,Thurgau
1414,Koblenz,Zurzach,Aargau
1415,Cevio,Vallemaggia,Ticino
1416,Bäretswil,Hinwil,Zürich
1417,Herrliberg,Meilen,Zürich
1418,Prangins,Nyon,Vaud
1419,Fehren,Thierstein,Solothurn
1420,Beckenried,Kanton Nidwalden,Nidwalden
1421,Himmelried,Thierstein,Solothurn
1422,Kiesen,Appenzell Ausserrhoden,Bern / Berne
1423,Bellwald,Goms,Valais / Wallis
1424,Mumpf,Rheinfelden,Aargau
1425,Winznau,Gösgen,Solothurn
1426,Fisibach,Zurzach,Aargau
1427,Oberbalm,Appenzell Ausserrhoden,Bern / Berne
1428,Ringgenberg (BE),Interlaken-Oberhasli,Bern / Berne
1429,Füllinsdorf,Liestal,Basel-Landschaft
1430,Geroldswil,Dietikon,Zürich
1431,Pierrafortscha,La Sarine,Fribourg / Freiburg
1432,Günsberg,Lebern,Solothurn
1433,Heiden,Appenzell Ausserrhoden,Appenzell Ausserrhoden
1434,Bedano,Lugano,Ticino
1435,Lengwil,Kreuzlingen,Thurgau
1436,Gaiserwald,St. Gallen,St. Gallen
1437,Galgenen,March,Schwyz
1438,Amriswil,Arbon,Thurgau
1439,Hombrechtikon,Meilen,Zürich
1440,Ardon,Conthey,Valais / Wallis
1441,Hittnau,Pfäffikon,Zürich
1442,Degersheim,Wil,St. Gallen
1443,Schmitten (FR),Sense,Fribourg / Freiburg
1444,Baldingen,Zurzach,Aargau
1445,Saint-Martin (FR),La Veveyse,Fribourg / Freiburg
1446,Farnern,Oberaargau,Bern / Berne
1447,Villmergen,Bremgarten,Aargau
1448,Saint-Sulpice (VD),Ouest lausannois,Vaud
1449,Titterten,Waldenburg,Basel-Landschaft
1450,Hofstetten-Flüh,Dorneck,Solothurn
1451,Monteggio,Lugano,Ticino
1452,Neuhausen am Rheinfall,Schaffhausen,Schaffhausen
1453,Buchberg,Schaffhausen,Schaffhausen
1454,Gurbrü,Appenzell Ausserrhoden,Bern / Berne
1455,Bottighofen,Kreuzlingen,Thurgau
1456,Apples,Morges,Vaud
1457,Soyhières,Delémont,Jura
1458,Merzligen,Seeland,Bern / Berne
1459,Bière,Morges,Vaud
1460,Bern,Appenzell Ausserrhoden,Bern / Berne
1461,Luins,Nyon,Vaud
1462,Subingen,Wasseramt,Solothurn
1463,Kradolf-Schönenberg,Weinfelden,Thurgau
1464,Rüschlikon,Horgen,Zürich
1465,Chardonne,Riviera-Pays-d'Enhaut,Vaud
1466,Wallisellen,Bülach,Zürich
1467,Röthenbach im Emmental,Emmental,Bern / Berne
1468,Hausen am Albis,Affoltern,Zürich
1469,Jenaz,Prättigau-Davos,Graubünden / Grigioni / Grischun
1470,Galmiz,See / Lac,Fribourg / Freiburg
1471,Grandevent,Jura-Nord vaudois,Vaud
1472,Werthenstein,Entlebuch,Luzern
1473,Yverdon-les-Bains,Jura-Nord vaudois,Vaud
1474,Hohentannen,Weinfelden,Thurgau
1475,Wohlen (AG),Bremgarten,Aargau
1476,Saanen,Obersimmental-Saanen,Bern / Berne
1477,Schupfart,Rheinfelden,Aargau
1478,Leissigen,Interlaken-Oberhasli,Bern / Berne
1479,La Roche,La Gruyère,Fribourg / Freiburg
1480,Ermatingen,Kreuzlingen,Thurgau
1481,Root,Luzern-Land,Luzern
1482,Massongex,Saint-Maurice,Valais / Wallis
1483,Samedan,Maloja / Maloggia,Graubünden / Grigioni / Grischun
1484,Servion,Lavaux-Oron,Vaud
1485,Botterens,La Gruyère,Fribourg / Freiburg
1486,Arnex-sur-Nyon,Nyon,Vaud
1487,Hünenberg,Kanton Zug,Zug
1488,Uerkheim,Zofingen,Aargau
1489,Güttingen,Kreuzlingen,Thurgau
1490,Lausanne,Lausanne,Vaud
1491,Jegenstorf,Appenzell Ausserrhoden,Bern / Berne
1492,Aire-la-Ville,Canton de Genève,Genève
1493,Weisslingen,Pfäffikon,Zürich
1494,Steffisburg,Thun,Bern / Berne
1495,Reverolle,Morges,Vaud
1496,Rüschegg,Appenzell Ausserrhoden,Bern / Berne
1497,Endingen,Zurzach,Aargau
1498,Curio,Lugano,Ticino
1499,Rovray,Jura-Nord vaudois,Vaud
1500,Herznach,Laufenburg,Aargau
1501,Le Lieu,Jura-Nord vaudois,Vaud
1502,Cornol,Porrentruy,Jura
1503,Dorénaz,Saint-Maurice,Valais / Wallis
1504,Ballens,Morges,Vaud
1505,Le Flon,La Veveyse,Fribourg / Freiburg
1506,Mont-sur-Rolle,Nyon,Vaud
1507,Masein,Hinterrhein,Graubünden / Grigioni / Grischun
1508,Ruswil,Sursee,Luzern
1509,Mies,Nyon,Vaud
1510,Kallnach,Seeland,Bern / Berne
1511,Oeschgen,Laufenburg,Aargau
1512,Belmont-sur-Lausanne,Lavaux-Oron,Vaud
1513,Rüderswil,Emmental,Bern / Berne
1514,Birmenstorf (AG),Baden,Aargau
1515,Wassen,Kanton Uri,Uri
1516,Avegno Gordevio,Vallemaggia,Ticino
1517,Wigoltingen,Weinfelden,Thurgau
1518,Aesch (BL),Arlesheim,Basel-Landschaft
1519,Wittnau,Laufenburg,Aargau
1520,Moosseedorf,Appenzell Ausserrhoden,Bern / Berne
1521,Lengnau (AG),Zurzach,Aargau
1522,Bowil,Appenzell Ausserrhoden,Bern / Berne
1523,Val-de-Travers,Val-de-Travers,Neuchâtel
1524,Brislach,Laufen,Basel-Landschaft
1525,Iffwil,Appenzell Ausserrhoden,Bern / Berne
1526,Orny,Morges,Vaud
1527,Thierachern,Thun,Bern / Berne
1528,Sisseln,Laufenburg,Aargau
1529,Féchy,Morges,Vaud
1530,Oftringen,Zofingen,Aargau
1531,Vufflens-la-Ville,Gros-de-Vaud,Vaud
1532,Altbüron,Willisau,Luzern
1533,Pleigne,Delémont,Jura
1534,Bargen (SH),Schaffhausen,Schaffhausen
1535,Sévaz,La Broye,Fribourg / Freiburg
1536,Jonschwil,Wil,St. Gallen
1537,Mathod,Jura-Nord vaudois,Vaud
1538,Appenzell,Kanton Appenzell Innerrhoden,Appenzell Innerrhoden
1539,Meierskappel,Luzern-Land,Luzern
1540,Ettiswil,Willisau,Luzern
1541,Windisch,Brugg,Aargau
1542,Wisen (SO),Gösgen,Solothurn
1543,Saicourt,Jura bernois,Bern / Berne
1544,Schwende,Kanton Appenzell Innerrhoden,Appenzell Innerrhoden
1545,Sevelen,Werdenberg,St. Gallen
1546,Ligerz,Biel/Bienne,Bern / Berne
1547,Hallau,Unterklettgau,Schaffhausen
1548,Muzzano,Lugano,Ticino
1549,Laupersdorf,Thal,Solothurn
1550,Tafers,Sense,Fribourg / Freiburg
1551,Gisikon,Luzern-Land,Luzern
1552,La Tour-de-Peilz,Riviera-Pays-d'Enhaut,Vaud
1553,Mattstetten,Appenzell Ausserrhoden,Bern / Berne
1554,Oberlangenegg,Thun,Bern / Berne
1555,Rüdlingen,Schaffhausen,Schaffhausen
1556,Bottmingen,Arlesheim,Basel-Landschaft
1557,Broc,La Gruyère,Fribourg / Freiburg
1558,Epalinges,Lausanne,Vaud
1559,Coldrerio,Mendrisio,Ticino
1560,Courchapoix,Delémont,Jura
1561,Schöfflisdorf,Dielsdorf,Zürich
1562,Muotathal,Schwyz,Schwyz
1563,Rothenburg,Hochdorf,Luzern
1564,Neunforn,Frauenfeld,Thurgau
1565,Weinfelden,Weinfelden,Thurgau
1566,Mettauertal,Laufenburg,Aargau
1567,Tegerfelden,Zurzach,Aargau
1568,Lampenberg,Waldenburg,Basel-Landschaft
1569,Zollikofen,Appenzell Ausserrhoden,Bern / Berne
1570,Fräschels,See / Lac,Fribourg / Freiburg
1571,Les Genevez (JU),Les Franches-Montagnes,Jura
1572,Bönigen,Interlaken-Oberhasli,Bern / Berne
1573,Kandergrund,Frutigen-Niedersimmental,Bern / Berne
1574,Alchenstorf,Emmental,Bern / Berne
1575,Cheseaux-Noréaz,Jura-Nord vaudois,Vaud
1576,Cadempino,Lugano,Ticino
1577,Saint-George,Nyon,Vaud
1578,Brusio,Bernina,Graubünden / Grigioni / Grischun
1579,Cugy (FR),La Broye,Fribourg / Freiburg
1580,Veyrier,Canton de Genève,Genève
1581,Villeret,Jura bernois,Bern / Berne
1582,Vernier,Canton de Genève,Genève
1583,Wohlenschwil,Baden,Aargau
1584,Mörel-Filet,Raron,Valais / Wallis
1585,Le Grand-Saconnex,Canton de Genève,Genève
1586,Bergdietikon,Baden,Aargau
1587,Bünzen,Muri,Aargau
1588,Clos du Doubs,Porrentruy,Jura
1589,Maisprach,Sissach,Basel-Landschaft
1590,Ronco sopra Ascona,Locarno,Ticino
1591,Trub,Emmental,Bern / Berne
1592,Eysins,Nyon,Vaud
1593,Spreitenbach,Baden,Aargau
1594,Wetzikon (ZH),Hinwil,Zürich
1595,Jens,Seeland,Bern / Berne
1596,Eglisau,Bülach,Zürich
1597,Hochfelden,Bülach,Zürich
1598,Gilly,Nyon,Vaud
1599,Auswil,Oberaargau,Bern / Berne
1600,Laconnex,Canton de Genève,Genève
1601,Walperswil,Seeland,Bern / Berne
1602,Nuvilly,La Broye,Fribourg / Freiburg
1603,Hofstetten bei Brienz,Interlaken-Oberhasli,Bern / Berne
1604,Vich,Nyon,Vaud
1605,Muri (AG),Muri,Aargau
1606,Hinwil,Hinwil,Zürich
1607,Unterlangenegg,Thun,Bern / Berne
1608,Val Müstair,Inn,Graubünden / Grigioni / Grischun
1609,Lamone,Lugano,Ticino
1610,Le Locle,Le Locle,Neuchâtel
1611,Mönchaltorf,Uster,Zürich
1612,Val-de-Charmey,La Gruyère,Fribourg / Freiburg
1613,Oberhof,Laufenburg,Aargau
1614,Vucherens,Broye-Vully,Vaud
1615,Lichtensteig,Toggenburg,St. Gallen
1616,Oppligen,Appenzell Ausserrhoden,Bern / Berne
1617,Koppigen,Emmental,Bern / Berne
1618,Terre di Pedemonte,Locarno,Ticino
1619,Ferreyres,Morges,Vaud
1620,Etoy,Morges,Vaud
1621,Varen,Leuk,Valais / Wallis
1622,Schlatt (TG),Frauenfeld,Thurgau
1623,Kallern,Muri,Aargau
1624,Malans,Landquart,Graubünden / Grigioni / Grischun
1625,Geuensee,Sursee,Luzern
1626,Schüpfheim,Entlebuch,Luzern
1627,Escholzmatt-Marbach,Entlebuch,Luzern
1628,Merishausen,Schaffhausen,Schaffhausen
1629,Stallikon,Affoltern,Zürich
1630,Diepflingen,Sissach,Basel-Landschaft
1631,La Tène,Neuchâtel,Neuchâtel
1632,Trubschachen,Emmental,Bern / Berne
1633,Dottikon,Bremgarten,Aargau
1634,Val Terbi,Delémont,Jura
1635,Rohrbach,Oberaargau,Bern / Berne
1636,Fischenthal,Hinwil,Zürich
1637,Lens,Sierre,Valais / Wallis
1638,Laufen-Uhwiesen,Andelfingen,Zürich
1639,Ramsen,Stein,Schaffhausen
1640,Aigle,Aigle,Vaud
1641,Erlenbach (ZH),Meilen,Zürich
1642,Heimiswil,Emmental,Bern / Berne
1643,Römerswil,Hochdorf,Luzern
1644,Valbroye,Broye-Vully,Vaud
1645,Pregny-Chambésy,Canton de Genève,Genève
1646,Flaach,Andelfingen,Zürich
1647,Saubraz,Morges,Vaud
1648,Aegerten,Biel/Bienne,Bern / Berne
1649,Bardonnex,Canton de Genève,Genève
1650,Gsteig,Obersimmental-Saanen,Bern / Berne
1651,Ernen,Goms,Valais / Wallis
1652,Tavannes,Jura bernois,Bern / Berne
1653,Saillon,Martigny,Valais / Wallis
1654,Pohlern,Thun,Bern / Berne
1655,Rapperswil-Jona,See-Gaster,St. Gallen
1656,Unterseen,Interlaken-Oberhasli,Bern / Berne
1657,Buchs (AG),Aarau,Aargau
1658,Urnäsch,Appenzell Ausserrhoden,Appenzell Ausserrhoden
1659,Bottens,Gros-de-Vaud,Vaud
1660,Sattel,Schwyz,Schwyz
1661,Kreuzlingen,Kreuzlingen,Thurgau
1662,Böbikon,Zurzach,Aargau
1663,Worben,Seeland,Bern / Berne
1664,Donneloye,Jura-Nord vaudois,Vaud
1665,Habsburg,Brugg,Aargau
1666,Plasselb,Sense,Fribourg / Freiburg
1667,Delley-Portalban,La Broye,Fribourg / Freiburg
1668,Bellmund,Biel/Bienne,Bern / Berne
1669,Aarberg,Seeland,Bern / Berne
1670,Henggart,Andelfingen,Zürich
1671,Steinerberg,Schwyz,Schwyz
1672,Conthey,Conthey,Valais / Wallis
1673,Elfingen,Brugg,Aargau
1674,Stettfurt,Frauenfeld,Thurgau
1675,Häggenschwil,St. Gallen,St. Gallen
1676,Hersberg,Liestal,Basel-Landschaft
1677,Lavey-Morcles,Aigle,Vaud
1678,Weesen,See-Gaster,St. Gallen
1679,Lüsslingen-Nennigkofen,Bucheggberg,Solothurn
1680,Muhen,Aarau,Aargau
1681,St. Margrethen,Rheintal,St. Gallen
1682,Personico,Leventina,Ticino
1683,Juriens,Jura-Nord vaudois,Vaud
1684,Walliswil bei Wangen,Oberaargau,Bern / Berne
1685,Nürensdorf,Bülach,Zürich
1686,Wiedlisbach,Oberaargau,Bern / Berne
1687,Mollens (VD),Morges,Vaud
1688,Bad Ragaz,Sarganserland,St. Gallen
1689,Brügg,Biel/Bienne,Bern / Berne
1690,Kirchlindach,Appenzell Ausserrhoden,Bern / Berne
1691,Trasadingen,Unterklettgau,Schaffhausen
1692,Marthalen,Andelfingen,Zürich
1693,Lignerolle,Jura-Nord vaudois,Vaud
1694,Zollikon,Meilen,Zürich
1695,Oberiberg,Schwyz,Schwyz
1696,Bonaduz,Imboden,Graubünden / Grigioni / Grischun
1697,Zuoz,Maloja / Maloggia,Graubünden / Grigioni / Grischun
1698,Lauterbrunnen,Interlaken-Oberhasli,Bern / Berne
1699,Oberembrach,Bülach,Zürich
1700,Rovio,Lugano,Ticino
1701,Zuzwil (BE),Appenzell Ausserrhoden,Bern / Berne
1702,Schleitheim,Schleitheim,Schaffhausen
1703,Wildberg,Pfäffikon,Zürich
1704,Meyrin,Canton de Genève,Genève
1705,Gletterens,La Broye,Fribourg / Freiburg
1706,Laupen,Appenzell Ausserrhoden,Bern / Berne
1707,Romanel-sur-Lausanne,Lausanne,Vaud
1708,Bözen,Brugg,Aargau
1709,Vinelz,Seeland,Bern / Berne
1710,Seeberg,Oberaargau,Bern / Berne
1711,Ballwil,Hochdorf,Luzern
1712,Uebeschi,Thun,Bern / Berne
1713,Blenio,Blenio,Ticino
1714,Seuzach,Winterthur,Zürich
1715,Saignelégier,Les Franches-Montagnes,Jura
1716,Erstfeld,Kanton Uri,Uri
1717,Opfikon,Bülach,Zürich
1718,Berlingen,Frauenfeld,Thurgau
1719,Mont-Tramelan,Jura bernois,Bern / Berne
1720,Falera,Surselva,Graubünden / Grigioni / Grischun
1721,Rorschach,Rorschach,St. Gallen
1722,Veytaux,Riviera-Pays-d'Enhaut,Vaud
1723,Vordemwald,Zofingen,Aargau
1724,Baltschieder,Visp,Valais / Wallis
1725,Fétigny,La Broye,Fribourg / Freiburg
1726,Morschach,Schwyz,Schwyz
1727,Morbio Inferiore,Mendrisio,Ticino
1728,Ependes (VD),Jura-Nord vaudois,Vaud
1729,Hüttlingen,Frauenfeld,Thurgau
1730,Flims,Imboden,Graubünden / Grigioni / Grischun
1731,Tschugg,Seeland,Bern / Berne
1732,Freimettigen,Appenzell Ausserrhoden,Bern / Berne
1733,Niederhasli,Dielsdorf,Zürich
1734,Riedholz,Lebern,Solothurn
1735,Champagne,Jura-Nord vaudois,Vaud
1736,Saint-Gingolph,Monthey,Valais / Wallis
1737,Lalden,Visp,Valais / Wallis
1738,Langenbruck,Waldenburg,Basel-Landschaft
1739,Rain,Hochdorf,Luzern
1740,Wängi,Münchwilen,Thurgau
1741,Aarau,Aarau,Aargau
1742,Sullens,Gros-de-Vaud,Vaud
1743,Sergey,Jura-Nord vaudois,Vaud
1744,Jaun,La Gruyère,Fribourg / Freiburg
1745,Kerns,Kanton Obwalden,Obwalden
1746,Chigny,Morges,Vaud
1747,Erlach,Seeland,Bern / Berne
1748,Turbenthal,Winterthur,Zürich
1749,Murgenthal,Zofingen,Aargau
1750,Thalwil,Horgen,Zürich
1751,Untersiggenthal,Baden,Aargau
1752,Obergoms,Goms,Valais / Wallis
1753,Herbligen,Appenzell Ausserrhoden,Bern / Berne
1754,Egnach,Arbon,Thurgau
1755,Ufhusen,Willisau,Luzern
1756,Basse-Allaine,Porrentruy,Jura
1757,Gambarogno,Locarno,Ticino
1758,Brittnau,Zofingen,Aargau
1759,Rehetobel,Appenzell Ausserrhoden,Appenzell Ausserrhoden
1760,Bister,Raron,Valais / Wallis
1761,Echarlens,La Gruyère,Fribourg / Freiburg
1762,Lenk,Obersimmental-Saanen,Bern / Berne
1763,Russikon,Pfäffikon,Zürich
1764,Kleinlützel,Thierstein,Solothurn
1765,Hitzkirch,Hochdorf,Luzern
1766,Niederrohrdorf,Baden,Aargau
1767,Wegenstetten,Rheinfelden,Aargau
1768,Lohn (SH),Reiat,Schaffhausen
1769,Chexbres,Lavaux-Oron,Vaud
1770,Monteceneri,Lugano,Ticino
1771,Bad Zurzach,Zurzach,Aargau
1772,Reconvilier,Jura bernois,Bern / Berne
1773,Brenzikofen,Appenzell Ausserrhoden,Bern / Berne
1774,Pfungen,Winterthur,Zürich
1775,Courchavon,Porrentruy,Jura
1776,Leutwil,Kulm,Aargau
1777,Villars-le-Terroir,Gros-de-Vaud,Vaud
1778,Wald (ZH),Hinwil,Zürich
1779,Andelfingen,Andelfingen,Zürich
1780,Rüti bei Büren,Seeland,Bern / Berne
1781,Thayngen,Reiat,Schaffhausen
1782,Crémines,Jura bernois,Bern / Berne
1783,Rossenges,Broye-Vully,Vaud
1784,Freienbach,Höfe,Schwyz
1785,Siviriez,La Glâne,Fribourg / Freiburg
1786,Manno,Lugano,Ticino
1787,Risch,Kanton Zug,Zug
1788,Dully,Nyon,Vaud
1789,Beurnevésin,Porrentruy,Jura
1790,Ogens,Gros-de-Vaud,Vaud
1791,Sommeri,Arbon,Thurgau
1792,Seegräben,Hinwil,Zürich
1793,Vernate,Lugano,Ticino
1794,Bourg-en-Lavaux,Lavaux-Oron,Vaud
1795,Tenniken,Sissach,Basel-Landschaft
1796,Brünisried,Sense,Fribourg / Freiburg
1797,Wilchingen,Unterklettgau,Schaffhausen
1798,Knonau,Affoltern,Zürich
1799,Treycovagnes,Jura-Nord vaudois,Vaud
1800,Fribourg,La Sarine,Fribourg / Freiburg
1801,Schmerikon,See-Gaster,St. Gallen
1802,Fehraltorf,Pfäffikon,Zürich
1803,Schenkon,Sursee,Luzern
1804,Rüte,Kanton Appenzell Innerrhoden,Appenzell Innerrhoden
1805,Bioley-Orjulaz,Gros-de-Vaud,Vaud
1806,Balm bei Günsberg,Lebern,Solothurn
1807,Corminboeuf,La Sarine,Fribourg / Freiburg
1808,Bärschwil,Thierstein,Solothurn
1809,Alpthal,Schwyz,Schwyz
1810,Teufenthal (AG),Kulm,Aargau
1811,Widnau,Rheintal,St. Gallen
1812,Arboldswil,Waldenburg,Basel-Landschaft
1813,Bellikon,Baden,Aargau
1814,Avusy,Canton de Genève,Genève
1815,Eptingen,Waldenburg,Basel-Landschaft
1816,Wolfwil,Gäu,Solothurn
1817,Santa Maria in Calanca,Moesa,Graubünden / Grigioni / Grischun
1818,Collex-Bossy,Canton de Genève,Genève
1819,Rossemaison,Delémont,Jura
1820,Gurzelen,Thun,Bern / Berne
1821,Neuheim,Kanton Zug,Zug
1822,Aarwangen,Oberaargau,Bern / Berne
1823,Lyss,Seeland,Bern / Berne
